NOM ÉTABLISSEMENT,CATÉGORIES,TAGS,ADRESSE,VILLE,CP,RÉGION,Pays,Accroche,Description,COVER IMG,Logo,Web,Facebook,Instagram,Contact,Téléphone,
Centre municipal de santé universitaire Ténine,Santé & Prévention,,"2, Avenue Aimé Césaire, Pantin, 93500",Pantin,93500,Île‑de‑France,France,,Sur RDV,,https://data.strobomag.com/assets/businesses/centre-municipal-de-sante-universitaire-tenine/main.jpg,,,,,149153713,
Centre municipal de santé universitaire Jacques Isabet,Santé & Prévention,,"10, Rue Eugène et Marie-Louise Cornet, Pantin, 93500",Pantin,93500,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-municipal-de-sante-universitaire-jacques-isabet/main.jpg,https://www.pratique.pantin.fr/sante-et-prevention/sante/centres-municipaux-de-sante-universitaires-cmsu/cmsu-jacques-isabet,,,,149154505,
Centre municipal de santé universitaire Sainte Marguerite,Santé & Prévention,,"28, Rue Sainte-Marguerite, Pantin, 93500",Pantin,93500,Île‑de‑France,France,,Sur RDV,,https://data.strobomag.com/assets/businesses/centre-municipal-de-sante-universitaire-sainte-marguerite/main.jpg,https://www.pratique.pantin.fr/sante-et-prevention/sante/centres-municipaux-de-sante-universitaires-cmsu/cmsu-sainte-marguerite,,,,149156105,
CeGIDD Aulnay-sous-Bois,Santé & Prévention,,"boulevard robert ballanger, Aulnay-sous-Bois, 93600",Aulnay-sous-Bois,93600,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/cegidd-aulnay-sous-bois/main.jpg,https://www.ght-gpne.fr/service/centre-dorthogenie-et-de-planification,,,,175636093,
Centre hospitalier intercommunal Robert Ballanger,Santé & Prévention,,"Boulevard Robert Ballanger, Aulnay-sous-Bois, 93600",Aulnay-sous-Bois,93600,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-hospitalier-intercommunal-robert-ballanger/main.jpg,https://www.ght-gpne.fr/service/infection-vih-accident-par-exposition-au-sang-aes,,,rb.rendezvous.medecine@ght-gpne.fr,175636161,
Centre municipal de santé Croix Nobillon,Santé & Prévention,,"1, Rue de la Croix Nobillon, Aulnay-sous-Bois, 93600",Aulnay-sous-Bois,93600,Île‑de‑France,France,,Sur RDV,,https://data.strobomag.com/assets/businesses/centre-municipal-de-sante-croix-nobillon/main.jpg,https://www.aulnay-sous-bois.fr/mon-quotidien/sante/centres-municipaux-de-sante,,,,158039281,
Centre municipal de santé Tourville,Santé & Prévention,,"51, Rue Edgar Degas, Aulnay-sous-Bois, 93600",Aulnay-sous-Bois,93600,Île‑de‑France,France,,Sur RDV,,https://data.strobomag.com/assets/businesses/centre-municipal-de-sante-tourville/main.jpg,https://www.aulnay-sous-bois.fr/mon-quotidien/sante/centres-municipaux-de-sante,,,,148664151,
Centre municipal d'éducation pour la santé Louis Pasteur,Santé & Prévention,,"8, Avenue Coullemont, Aulnay-sous-Bois, 93600",Aulnay-sous-Bois,93600,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-municipal-deducation-pour-la-sante-louis-pasteur/main.jpg,https://www.aulnay-sous-bois.fr/mon-quotidien/sante/centres-municipaux-de-sante,,,,148794100,
Centre municipal de santé Corentin Celton,Santé & Prévention,,"2, Allée d'Estienne d'Orves, Drancy, 93700",Drancy,93700,Île‑de‑France,France,,Sur RDV,,https://data.strobomag.com/assets/businesses/centre-municipal-de-sante-corentin-celton/main.jpg,https://www.drancy.fr/vie-quotidienne/se-soigner-a-drancy/les-centres-municipaux-de-sante-382.html,,,,148964527,
Centre municipal de santé des Bois de Groslay,Santé & Prévention,,"Rue des Bois de Groslay, Drancy, 93700",Drancy,93700,Île‑de‑France,France,,Quartier Village parisien.,,https://data.strobomag.com/assets/businesses/centre-municipal-de-sante-des-bois-de-groslay/main.jpg,https://www.drancy.fr/vie-quotidienne/se-soigner-a-drancy/les-centres-municipaux-de-sante-382.html,,,,148964539,
Centre municipal de santé Henri Wallon,Santé & Prévention,,"2, Rue de la République, Drancy, 93700",Drancy,93700,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-municipal-de-sante-henri-wallon/main.jpg,https://www.drancy.fr/vie-quotidienne/se-soigner-a-drancy/les-centres-municipaux-de-sante-382.html,,,,148964550,
Centre municipal de santé Pierre Sémard,Santé & Prévention,,"34, Rue des Colibris, Drancy, 93700",Drancy,93700,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-municipal-de-sante-pierre-semard/main.jpg,https://www.drancy.fr/vie-quotidienne/se-soigner-a-drancy/les-centres-municipaux-de-sante-382.html,,,,148964538,
Centre de santé sexuelle Epinay sur Seine centre ville,Santé & Prévention,,"73, Rue de Paris, Épinay-sur-Seine, 93800",Épinay-sur-Seine,93800,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-epinay-sur-seine-centre-ville/main.jpg,https://www.epinay-sur-seine.fr/grandir/petite-enfance/les-centres-de-protection-maternelle-infantile-pmi,,,,171292320,
Centre de santé sexuelle Epinay sur Seine Orgemont,Santé & Prévention,,"120, Rue d'Orgemont, Épinay-sur-Seine, 93800",Épinay-sur-Seine,93800,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-epinay-sur-seine-orgemont/main.jpg,https://www.epinay-sur-seine.fr/grandir/petite-enfance/les-centres-de-protection-maternelle-infantile-pmi,,,,171294335,
Centre de santé sexuelle Victor Hugo,Santé & Prévention,,"10, Rue Gustave Caillebotte, Épinay-sur-Seine, 93800",Épinay-sur-Seine,93800,Île‑de‑France,France,,A proximité du groupe scolaire Victor Hugo,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-victor-hugo/main.jpg,https://www.epinay-sur-seine.fr/grandir/petite-enfance/les-centres-de-protection-maternelle-infantile-pmi,,,,171295254,
Centre de santé sexuelle Epinay sur Seine les Presles,Santé & Prévention,,"17, Rue de la Justice, Épinay-sur-Seine, 93800",Épinay-sur-Seine,93800,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-epinay-sur-seine-les-presles/main.jpg,https://www.epinay-sur-seine.fr/grandir/petite-enfance/les-centres-de-protection-maternelle-infantile-pmi,,,,171292105,
CeGIDD Créteil,Santé & Prévention,,"40, Avenue de Verdun, Bâtiment D, niveau -1, Créteil, 94000",Créteil,94000,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/cegidd-creteil-1/main.jpg,https://www.chicreteil.fr/offre-de-soin/prevention-et-sante-communautaire,,,,157022647,
Centre de santé sexuelle Créteil préfecture,Santé & Prévention,,"4, Rue Edgar Degas, Créteil, 94000",Créteil,94000,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-creteil-prefecture/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714158,
Centre de santé sexuelle Créteil Sablières,Santé & Prévention,,"2, Rue des Sablières, Créteil, 94000",Créteil,94000,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-creteil-sablieres/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714272,
,Santé & Prévention,,"40, Avenue de Verdun, Créteil, 94000",Créteil,94000,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-hospitalier-intercommunal-creteil/main.jpg,https://www.chicreteil.fr/offre-de-soin/gynecologie,,,,145175540,
Aides Saint-Maur-des-Fossés,Associations,,"78 Boulevard de Créteil, Saint-Maur-des-Fossés, 94100",Saint-Maur-des-Fossés,94100,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/aides-saint-maur-des-fosses/main.jpg,https://www.aides.org,https://www.facebook.com/AIDES-Val-de-Marne-923547934349019/,,aides94@aides.org,0635527133,
Les Terres Noires,Bars,,"80 av d'Occitanie, Zone Commerciale Saint Maur Cap Sud, Saint-Maur",Saint-Maur,94100,Île‑de‑France,France,,"Outdoor seating, terrace or garden",,0,https://www.lesterresnoires.free.fr,,,,33254270064,
Centre de santé sexuelle Saint Maur des Fossés Ledru Rollin,Santé & Prévention,,"1, Rue Ledru-Rollin, Saint-Maur-des-Fossés, 94100",Saint-Maur-des-Fossés,94100,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-saint-maur-des-fosses-ledru-rollin/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714184,
Centre de santé sexuelle Arcueil,Santé & Prévention,,"5, Rue Berthollet, Arcueil, 94110",Arceuil,94110,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-arcueil/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714148,
Centre de santé sexuelle Fontenay sous Bois,Santé & Prévention,,"3, Rue Paul Langevin, Fontenay-sous-Bois, 94120",Fontenay-sous-Bois,94120,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-fontenay-sous-bois/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714163,
Centre Municipal de Santé Emile Roux,Santé & Prévention,,"24, Rue Émile Roux, Fontenay-sous-Bois, 94120",Fontenay-sous-Bois,94120,Île‑de‑France,France,,Sur RDV,,https://data.strobomag.com/assets/businesses/centre-municipal-de-sante-emile-roux/main.jpg,https://www.fontenay.fr/sante/centres-municipaux-sante-525.html,,,,149747656,
Centre de santé sexuelle Alfortville nord,Santé & Prévention,,"23, Rue Micolon, Alfortville, 94140",Alfortville,94140,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-alfortville-nord/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714146,
Centre de santé sexuelle Alfortville sud,Santé & Prévention,,"2, Rue d'Alembert, Alfortville, 94140",Alfortville,94140,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-alfortville-sud/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714147,
Homoboulot,Associations,,"6 rue Allard, 94160 Saint‑Mandé",Saint-Mandé,94160,Île‑de‑France,France,,Réseau d'associations et de salariés Lesbiennes Gays Bi et Trans (LGBT) des entreprises et des administrations et de leurs amis,,https://data.strobomag.com/assets/businesses/homoboulot/main.jpg,https://www.homoboulot.org,https://www.facebook.com/Homoboulot-395839213807331,,contact@homoboulot.org,781720766,
Centre de santé sexuelle Le Perreux sur Marne,Santé & Prévention,,"4, Rue Jean d'Estienne d'Orves, Le Perreux-sur-Marne, 94170",Le Perreaux-sur-Marne,94170,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-le-perreux-sur-marne/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714178,
Centre de santé sexuelle Villeneuve Saint Georges,Santé & Prévention,,"1 ter, Rue Pasteur, Villeneuve-Saint-Georges, 94190",Villeneuve-Saint-Georges,94190,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-villeneuve-saint-georges/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714189,
CeGIDD Villeneuve Saint Georges,Santé & Prévention,,"40, Allée de la Source, Villeneuve-Saint-Georges, 94195",Villeneuve-Saint-Georges,94195,Île‑de‑France,France,,Sur RDV,,https://data.strobomag.com/assets/businesses/cegidd-villeneuve-saint-georges/main.jpg,https://www.chiv.fr/structures/cegidd-depistage-vih-94,,,,143862444,
Homosexualité et socialisme - Paris-Ile-de-France,Associations,,"59, Rue Jules Vanzuppe, Ivry-sur-Seine, 94200",Ivry-sur-Seine,94200,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/homosexualite-et-socialisme-paris-ile-de-france/main.jpg,https://www.hes.lgbt,https://www.facebook.com/hesparisidf,,hes-paris@hes-france.org,608405513,
Laddicted bar,Cruising,,"2, Rue Louis Bertrand, Ivry-sur-Seine, 94200",Ivry-sur-Seine,94200,Île‑de‑France,France,,Bar privé mixte,,https://data.strobomag.com/assets/businesses/laddicted-bar/main.jpg,,https://www.facebook.com/people/Laddicted-bar/100069642654680/,,laddictedbar@outlook.fr,,
Centre de santé sexuelle Ivry-sur-Seine,Santé & Prévention,,"59, Boulevard Paul Vaillant-Couturier, Ivry-sur-Seine, 94200",Ivry-sur-Seine,94200,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-ivry-sur-seine/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714169,
Centre de PMI Ivry sur Seine,Santé & Prévention,,"1 bis, Rue Jules Ferry, Ivry-sur-Seine, 94200",Ivry-sur-Seine,94200,Île‑de‑France,France,,Sur RDV,,https://data.strobomag.com/assets/businesses/centre-de-pmi-ivry-sur-seine/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714170,
Centre de santé sexuelle Saint Maur des Fossés,Santé & Prévention,,"104, Boulevard de la Marne, Saint-Maur-des-Fossés, 94210",Saint-Maur-des-Fossés,94210,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-saint-maur-des-fosses/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714190,
Centre de santé sexuelle Cachan,Santé & Prévention,,"183, Avenue Aristide Briand, Cachan, 94230",Cachan,94230,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-cachan/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714152,
Centre Municipal de Santé L'Haÿ les Roses,Santé & Prévention,,"2, Rue des Acacias, L'Haÿ-les-Roses, 94240",L'Haÿ-les-Roses,94240,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-municipal-de-sante-lhay-les-roses/main.jpg,https://www.lhaylesroses.fr/sante-solidarite/centre-municipal-de-sante,,,,156701730,
Centre de santé sexuelle L'Haÿ les Roses,Santé & Prévention,,"22, Rue Gustave Charpentier, L'Haÿ-les-Roses, 94240",L'Haÿ-les-Roses,94240,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-lhay-les-roses/main.jpg,https://www.lhaylesroses.fr/sante-solidarite/centre-municipal-de-sante,,,,156714136,
Centre de santé sexuelle Gentilly Chaperon Vert,Santé & Prévention,,"Rue Danielle Mitterrand, Gentilly, 94250",Gentilly,94250,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-gentilly-chaperon-vert/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714166,
Centre de santé sexuelle Gentilly Soleil Levant,Santé & Prévention,,"20, Rue du Soleil Levant, Gentilly, 94250",Gentilly,94250,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-gentilly-soleil-levant/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714167,
Centre de santé sexuelle Fresnes,Santé & Prévention,,"20, Place Pierre et Marie Curie, Fresnes, 94260",Fresnes,94260,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-fresnes/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714164,
Centre de santé sexuelle Le Kremlin Bicêtre,Santé & Prévention,,"24, Rue du 14 Juillet, Le Kremlin-Bicêtre, 94270",Le Kremlin-Bicêtre,94270,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-le-kremlin-bicetre/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,149584315,
Hôpital Bicêtre,Santé & Prévention,,"78, Rue du Général Leclerc, Le Kremlin-Bicêtre, 94270",Le Kremlin-Bicêtre,94270,Île‑de‑France,France,,"Secteur vert, bâtiment Pierre Testas, porte 6.",,https://data.strobomag.com/assets/businesses/hopital-bicetre/main.jpg,https://www.hopital-bicetre.aphp.fr/gynecologie/orthogenie-ivg,,,,145212215,
Centre de santé sexuelle Villeneuve le Roi,Santé & Prévention,,"119, Rue de la Gare, Villeneuve-le-Roi, 94290",Villeneuve-le-Roi,94290,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-villeneuve-le-roi/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714294,
Au-delà du genre,Associations,,"18 rue des vignerons apt 212, Vincennes, 94300",Vincennes,94300,Île‑de‑France,France,,"Association accompagnant les personnes trans vers une acceptation de soi, vers l’élaboration d’un projet social et professionnel individualisé, ceci afin de renforcer leur autonomie et de leur permettre une réelle inclusion dans la société.",,https://data.strobomag.com/assets/businesses/au-dela-du-genre/main.jpg,https://www.audeladugenre.adg,https://www.facebook.com/audeladugenre.adg,,contact@adgparis.org,,
Devenir un en Christ,Associations,,"15, Avenue Georges Clemenceau, Vincennes, 94300",Vincennes,94300,Île‑de‑France,France,,"L’association Devenir Un En Christ propose à tout chrétien, homme ou femme, concerné par l’homosexualité d’avancer humainement et spirituellement, dans un climat de respect et de confiance, à partir de la situation dans laquelle il se trouve.",,https://data.strobomag.com/assets/businesses/devenir-un-en-christ/main.jpg,https://www.devenirunenchrist.net,https://www.facebook.com/assodevenirunenchrist,,,158640304,
Centre de santé sexuelle Vincennes,Santé & Prévention,,"70, Rue de Fontenay, Vincennes, 94300",Vincennes,94300,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-vincennes/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714194,
Centre de santé sexuelle Orly,Santé & Prévention,,"3, Rue Florence Arthaud, Orly, 94310",Orly,94310,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-orly/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714181,
Centre de santé sexuelle Orly Marivaux,Santé & Prévention,,"2 bis, Rue Pierre Marivaux, Orly, 94310",Orly,94310,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-orly-marivaux/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714180,
Centre de santé sexuelle Thiais,Santé & Prévention,,"23, Avenue de la République, Thiais, 94320",Thiais,94320,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-thiais/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714271,
Centre de santé sexuelle Villiers sur Marne,Santé & Prévention,,"9, Rue Adrien Mentienne, Villiers-sur-Marne, 94350",Villiers-sur-Marne,94350,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-villiers-sur-marne/main.jpg,https://www.villiers94.fr/services-demarches/solidarite-et-sante/centre-municipal-de-soins,,,,149300329,
Centre de santé sexuelle Sucy en Brie,Santé & Prévention,,"Promenade Edouard Garciot, Sucy-en-Brie, 94370",Sucy-en-Brie,94370,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-sucy-en-brie/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714281,
Centre de santé sexuelle Bonneuil sur Marne,Santé & Prévention,,"16, Mail Salvador Allende, Bonneuil-sur-Marne, 94380",Bonneuil-sur-Marne,94380,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-bonneuil-sur-marne/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714284,
Centre de santé sexuelle Vitry sur Seine Audigeois,Santé & Prévention,,"1, Square de la Galerie, Vitry-sur-Seine, 94400",Vitry-sur-Seine,94400,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-vitry-sur-seine-audigeois/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,155530035,
Centre de santé sexuelle Vitry sur Seine Balzac,Santé & Prévention,,"117, Rue Balzac, Vitry-sur-Seine, 94400",Vitry-sur-Seine,94400,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-vitry-sur-seine-balzac/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,146828040,
Centre de santé sexuelle Vitry sur Seine Coquelin,Santé & Prévention,,"2, Avenue de la Commune de Paris, Vitry-sur-Seine, 94400",Vitry-sur-Seine,94400,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-vitry-sur-seine-coquelin/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714197,
Centre de santé sexuelle Vitry sur Seine Moulin Vert,Santé & Prévention,,"13, Rue Gérard Philipe, Vitry-sur-Seine, 94400",Vitry-sur-Seine,94400,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-vitry-sur-seine-moulin-vert/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714196,
Centre municipal de santé Pierre Rouguès,Santé & Prévention,,"12-14, rue du Général de Gaulle, Vitry-sur-Seine, 94400",Vitry-sur-Seine,94400,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-municipal-de-sante-pierre-rougues/main.jpg,https://www.vitry94.fr/392/services/sante/centre-municipal-de-sante-pierre-rouques/autres-soins.htm,,,,155535083,
Santé Publique France,Santé & Prévention,,"12, Val d'Osne, Saint-Maurice, 94410",Saint-Maurice,94410,Île‑de‑France,France,,"Créée en mai 2016 par ordonnance et décret, c’est un établissement public administratif sous tutelle du ministère chargé de la Santé. Notre mission : améliorer et protéger la santé des populations. Cette mission s'articule autour de trois axes majeurs : anticiper, comprendre et agir.",,https://data.strobomag.com/assets/businesses/sante-publique-france/main.jpg,https://www.santepubliquefrance.fr,https://www.facebook.com/santepubliquefrance/,,,141796700,
Centre de santé sexuelle Chennevières sur Marne,Santé & Prévention,,"20, Villa Corse, Chennevières-sur-Marne, 94430",Chennevières-sur-Marnes,94430,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-chennevieres-sur-marne/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714159,
Centre de santé sexuelle Limeil Brévannes,Santé & Prévention,,"24, Rue Marius Dantz, Limeil-Brévannes, 94450",Limeil-Brévannes,94450,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-limeil-brevannes/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714176,
Centre de santé sexuelle Valenton,Santé & Prévention,,"4, Allée Fernande Flagon, Valenton, 94460",Valenton,94460,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-valenton/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714185,
Centre de santé sexuelle Boissy Saint Léger,Santé & Prévention,,"Rue Gaston Roulleau, Boissy-Saint-Léger, 94470",Boissy-Saint-Léger,94470,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-boissy-saint-leger/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714149,
Centre de santé sexuelle Champigny Abreuvoir,Santé & Prévention,,"8, Rue de l'Abreuvoir, Champigny-sur-Marne, 94500",Champigny-sur-Marne,94500,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-champigny-abreuvoir/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,155981140,
Centre de santé sexuelle Champigny Bois l'Abbé,Santé & Prévention,,"10, Place Rodin, Champigny-sur-Marne, 94500",Champigny-sur-Marne,94500,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-champigny-bois-labbe/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714156,
Centre de santé sexuelle Champigny Stalingrad,Santé & Prévention,,"7, Boulevard de Stalingrad, Champigny-sur-Marne, 94500",Champigny-sur-Marne,94500,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-champigny-stalingrad/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714154,
Centre municipal de santé Maurice Ténine,Santé & Prévention,,"15, rue Marcel et Georgette Sambat, Champigny-sur-Marne, 94500",Champigny-sur-Marne,94500,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-municipal-de-sante-maurice-tenine/main.jpg,https://www.champignysurmarne.fr/vivre-champigny/sante/centres-municipaux-de-sante,,,,189124450,
Centre municipal de santé Pierre Rouquès,Santé & Prévention,,"5, rue de l'Abreuvoir, Champigny-sur-Marne, 94500",Champigny-sur-Marne,94500,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-municipal-de-sante-pierre-rouques/main.jpg,https://www.champignysurmarne.fr/vivre-champigny/sante/centres-municipaux-de-sante,,,,189124450,
Centre de santé sexuelle La Queue en Brie,Santé & Prévention,,"Place du 18 Juin 1940, La Queue-en-Brie, 94510",La Queue-en-Brie,94510,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-la-queue-en-brie/main.jpg,https://www.laqueueenbrie.fr/solidarite-et-sante/la-pmi,,,,145933993,
Centre de santé sexuelle Chevilly Larue,Santé & Prévention,,"15, Rue de l'Adjudant-Chef Dericbourg, Chevilly-Larue, 94550",Chevilly-Larue,94550,Île‑de‑France,France,,,,https://data.strobomag.com/assets/businesses/centre-de-sante-sexuelle-chevilly-larue/main.jpg,https://www.valdemarne.fr/a-votre-service/enfance/famille/consultation-en-centre-de-sante-sexuelle-ex-cpef,,,,156714160,
